	Views	Protein	Species	E-value	% identity	Align len	Strands	Query ID	Query from	Query to	Target from	Target to	Bitscore	# identical	Positives	Gaps	Query len	Target len
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj5g0010241.1	Lj5g0010241.1	L.japonicus Lj1.0v1	1.06e-34	47	158	+/+	AT4G28640.1	87	242	87	231	126.716	75	94	15	246	243
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr1g093240.2	Medtr1g093240.2	M.truncatula Mt4.0v1	1.18e-34	48	156	+/+	AT4G28640.1	87	240	82	223	126.716	75	95	16	246	240
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr8g103030.1	Medtr8g103030.1	M.truncatula Mt4.0v1	1.44e-34	45	167	+/+	AT4G28640.1	81	242	133	282	127.872	75	97	22	246	294
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.08G036400.2.p	Glyma.08G036400.2.p	G.max Wm82.a4.v1	1.99e-34	45	164	+/+	AT4G28640.1	81	240	133	281	127.487	73	97	19	246	291
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.05G196100.1.p	GlysoPI483463.05G196100.1.p	G.soja v1.1	3.71e-34	44	171	+/+	AT4G28640.1	76	242	123	276	126.716	75	99	21	246	288
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G23050.1	AT3G23050.1	A.thaliana Araport11	3.80e-34	45	158	+/+	AT4G28640.1	87	242	81	231	125.561	71	93	9	246	244
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.08G033800.1.p	GlysoPI483463.08G033800.1.p	G.soja v1.1	3.81e-34	45	166	+/+	AT4G28640.1	81	242	196	346	128.257	74	98	19	246	358
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.08G036400.1.p	Glyma.08G036400.1.p	G.max Wm82.a4.v1	3.81e-34	45	166	+/+	AT4G28640.1	81	242	196	346	128.257	74	98	19	246	358
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.01G018200.1.p	GlysoPI483463.01G018200.1.p	G.soja v1.1	7.40e-34	46	167	+/+	AT4G28640.1	81	242	197	348	127.487	76	100	20	246	360
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.01G019400.2.p	Glyma.01G019400.2.p	G.max Wm82.a4.v1	7.40e-34	46	167	+/+	AT4G28640.1	81	242	197	348	127.487	76	100	20	246	360
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.09G161100.1.p	GlysoPI483463.09G161100.1.p	G.soja v1.1	9.44e-34	46	167	+/+	AT4G28640.1	81	242	192	343	127.102	76	100	20	246	355
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.09G203300.1.p	Glyma.09G203300.1.p	G.max Wm82.a4.v1	1.01e-33	46	167	+/+	AT4G28640.1	81	242	192	343	127.102	76	100	20	246	355
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.15G016300.1.p	GlysoPI483463.15G016300.1.p	G.soja v1.1	1.05e-33	43	182	+/+	AT4G28640.1	75	242	143	308	126.331	79	98	30	246	320
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.15G017500.1.p	Glyma.15G017500.1.p	G.max Wm82.a4.v1	1.05e-33	43	182	+/+	AT4G28640.1	75	242	143	308	126.331	79	98	30	246	320
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.01G076600.1.p	GlysoPI483463.01G076600.1.p	G.soja v1.1	1.16e-33	44	170	+/+	AT4G28640.1	81	242	190	339	126.716	74	95	28	246	351
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.01G098000.3.p	Glyma.01G098000.3.p	G.max Wm82.a4.v1	1.16e-33	44	170	+/+	AT4G28640.1	81	242	190	339	126.716	74	95	28	246	351
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.01G098000.4.p	Glyma.01G098000.4.p	G.max Wm82.a4.v1	1.16e-33	44	170	+/+	AT4G28640.1	81	242	190	339	126.716	74	95	28	246	351
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.01G098000.5.p	Glyma.01G098000.5.p	G.max Wm82.a4.v1	1.16e-33	44	170	+/+	AT4G28640.1	81	242	190	339	126.716	74	95	28	246	351
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.01G098000.6.p	Glyma.01G098000.6.p	G.max Wm82.a4.v1	1.16e-33	44	170	+/+	AT4G28640.1	81	242	190	339	126.716	74	95	28	246	351
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.09G203300.3.p	Glyma.09G203300.3.p	G.max Wm82.a4.v1	1.50e-33	45	165	+/+	AT4G28640.1	81	240	192	341	126.716	75	99	20	246	349
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.09G203300.2.p	Glyma.09G203300.2.p	G.max Wm82.a4.v1	1.57e-33	45	165	+/+	AT4G28640.1	81	240	192	341	126.331	75	99	20	246	348
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G14550.1	AT4G14550.1	A.thaliana Araport11	1.72e-33	45	164	+/+	AT4G28640.1	81	242	69	217	123.25	74	91	17	246	229
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj3g0001057.2	Lj3g0001057.2	L.japonicus Lj1.0v1	1.83e-33	45	164	+/+	AT4G28640.1	81	240	169	317	125.946	74	93	19	246	339
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.13G304400.1.p	GlysoPI483463.13G304400.1.p	G.soja v1.1	1.93e-33	43	181	+/+	AT4G28640.1	75	242	131	296	125.176	77	99	28	246	308
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj2g0007769.1	Lj2g0007769.1	L.japonicus Lj1.0v1	2.44e-33	43	167	+/+	AT4G28640.1	84	242	190	336	125.946	72	96	28	246	348
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G14550.2	AT4G14550.2	A.thaliana Araport11	2.56e-33	46	155	+/+	AT4G28640.1	88	240	76	215	123.25	72	89	17	246	235
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G356600.1.p	Glyma.13G356600.1.p	G.max Wm82.a4.v1	2.56e-33	43	181	+/+	AT4G28640.1	75	242	131	296	125.176	77	99	28	246	308
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.20G173300.1.p	GlysoPI483463.20G173300.1.p	G.soja v1.1	2.97e-33	46	158	+/+	AT4G28640.1	87	242	87	232	123.25	72	95	14	246	244
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj2g0018097.2	Lj2g0018097.2	L.japonicus Lj1.0v1	3.20e-33	44	169	+/+	AT4G28640.1	76	240	140	291	124.79	75	93	21	246	309
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.07G018100.2.p	Glyma.07G018100.2.p	G.max Wm82.a4.v1	3.95e-33	46	167	+/+	AT4G28640.1	81	242	141	291	124.405	76	96	21	246	303
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.15G019000.1.p	GlysoPI483463.15G019000.1.p	G.soja v1.1	4.69e-33	42	168	+/+	AT4G28640.1	76	237	139	300	124.79	70	95	12	246	321
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.15G020300.1.p	Glyma.15G020300.1.p	G.max Wm82.a4.v1	4.69e-33	42	168	+/+	AT4G28640.1	76	237	139	300	124.79	70	95	12	246	321
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G354100.6.p	Glyma.13G354100.6.p	G.max Wm82.a4.v1	4.87e-33	42	158	+/+	AT4G28640.1	89	237	169	326	125.176	67	91	9	246	343
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G354100.5.p	Glyma.13G354100.5.p	G.max Wm82.a4.v1	4.87e-33	42	158	+/+	AT4G28640.1	89	237	169	326	125.176	67	91	9	246	343
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G32280.1	AT4G32280.1	A.thaliana Araport11	4.69e-150	100	251	+/+	AT4G32280.1	1	251	1	251	421.009	251	251	0	251	252
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G32280.2	AT4G32280.2	A.thaliana Araport11	5.86e-125	83	251	+/+	AT4G32280.1	1	251	1	209	355.91	208	209	42	251	210
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G32280.3	AT4G32280.3	A.thaliana Araport11	3.68e-103	100	196	+/+	AT4G32280.1	1	196	1	196	300.056	196	196	0	251	200
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.04G061300.1.p	GlysoPI483463.04G061300.1.p	G.soja v1.1	2.65e-29	35	255	+/+	AT4G32280.1	1	241	1	221	112.464	88	130	48	251	227
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.04G066300.1.p	Glyma.04G066300.1.p	G.max Wm82.a4.v1	1.09e-28	34	255	+/+	AT4G32280.1	1	241	1	221	110.923	87	130	48	251	227
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.06G061200.1.p	GlysoPI483463.06G061200.1.p	G.soja v1.1	1.30e-28	33	254	+/+	AT4G32280.1	1	241	1	222	110.923	84	126	45	251	228
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.06G067700.1.p	Glyma.06G067700.1.p	G.max Wm82.a4.v1	2.21e-28	33	254	+/+	AT4G32280.1	1	241	1	222	110.153	84	126	45	251	228
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr3g106850.1	Medtr3g106850.1	M.truncatula Mt4.0v1	8.23e-28	32	248	+/+	AT4G32280.1	1	244	1	210	108.227	80	124	42	251	214
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj1g0003344.1	Lj1g0003344.1	L.japonicus Lj1.0v1	3.61e-25	33	254	+/+	AT4G32280.1	1	241	1	221	101.679	83	127	46	251	227
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.04G061300.2.p	GlysoPI483463.04G061300.2.p	G.soja v1.1	3.69e-23	34	233	+/+	AT4G32280.1	1	219	1	199	96.2857	80	117	48	251	217
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr4g115075.1	Medtr4g115075.1	M.truncatula Mt4.0v1	1.90e-19	31	159	+/+	AT4G32280.1	84	242	82	207	85.8853	49	78	33	251	209
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj4g0010977.1	Lj4g0010977.1	L.japonicus Lj1.0v1	2.87e-19	45	83	+/+	AT4G32280.1	160	242	93	173	84.7297	37	55	2	251	175
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.13G126000.1.p	GlysoPI483463.13G126000.1.p	G.soja v1.1	1.78e-18	34	158	+/+	AT4G32280.1	84	240	69	203	83.5741	53	76	24	251	207
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G159000.1.p	Glyma.13G159000.1.p	G.max Wm82.a4.v1	1.78e-18	34	158	+/+	AT4G32280.1	84	240	69	203	83.5741	53	76	24	251	207
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj1g0026469.1	Lj1g0026469.1	L.japonicus Lj1.0v1	6.53e-18	33	174	+/+	AT4G32280.1	93	240	65	238	82.8037	57	85	26	251	254
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.20G187100.1.p	GlysoPI483463.20G187100.1.p	G.soja v1.1	1.50e-16	30	160	+/+	AT4G32280.1	93	240	84	208	78.5666	48	76	47	251	228
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.20G225000.1.p	Glyma.20G225000.1.p	G.max Wm82.a4.v1	1.50e-16	30	160	+/+	AT4G32280.1	93	240	84	208	78.5666	48	76	47	251	228
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.10G162400.2.p	Glyma.10G162400.2.p	G.max Wm82.a4.v1	2.14e-16	39	98	+/+	AT4G32280.1	161	240	115	212	78.1814	38	57	18	251	232
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.10G133000.1.p	GlysoPI483463.10G133000.1.p	G.soja v1.1	2.27e-16	39	98	+/+	AT4G32280.1	161	240	115	212	78.1814	38	57	18	251	232
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G17600.1	AT3G17600.1	A.thaliana Araport11	7.54e-16	41	82	+/+	AT4G32280.1	160	240	73	154	75.0998	34	55	1	251	159
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.03G123600.1.p	GlysoPI483463.03G123600.1.p	G.soja v1.1	8.14e-16	42	98	+/+	AT4G32280.1	160	250	111	206	76.2554	41	56	9	251	207
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.03G158600.1.p	Glyma.03G158600.1.p	G.max Wm82.a4.v1	1.13e-15	42	98	+/+	AT4G32280.1	160	250	111	206	75.8702	41	56	9	251	207
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj1g0008395.1	Lj1g0008395.1	L.japonicus Lj1.0v1	1.61e-15	28	181	+/+	AT4G32280.1	93	249	86	249	76.2554	51	80	41	251	254
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.19G132200.2.p	GlysoPI483463.19G132200.2.p	G.soja v1.1	2.54e-15	31	172	+/+	AT4G32280.1	93	240	35	205	75.485	53	83	25	251	230
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr1g069495.1	Medtr1g069495.1	M.truncatula Mt4.0v1	3.15e-15	32	176	+/+	AT4G32280.1	93	240	81	249	75.8702	56	78	35	251	273
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.19G132200.8.p	GlysoPI483463.19G132200.8.p	G.soja v1.1	3.51e-15	31	172	+/+	AT4G32280.1	93	240	73	243	75.485	53	83	25	251	268
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.19G168500.6.p	Glyma.19G168500.6.p	G.max Wm82.a4.v1	3.51e-15	31	172	+/+	AT4G32280.1	93	240	73	243	75.485	53	83	25	251	268
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.19G168500.5.p	Glyma.19G168500.5.p	G.max Wm82.a4.v1	4.47e-15	31	172	+/+	AT4G32280.1	93	240	74	244	75.485	53	83	25	251	269
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.17G103600.1.p	GlysoPI483463.17G103600.1.p	G.soja v1.1	4.83e-15	30	158	+/+	AT4G32280.1	84	240	68	196	73.9442	48	76	30	251	200
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.17G112300.1.p	Glyma.17G112300.1.p	G.max Wm82.a4.v1	4.83e-15	30	158	+/+	AT4G32280.1	84	240	68	196	73.9442	48	76	30	251	200
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj1g0024576.1	Lj1g0024576.1	L.japonicus Lj1.0v1	6.66e-15	34	113	+/+	AT4G32280.1	161	249	141	253	74.7146	38	61	24	251	258
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr7g096090.1	Medtr7g096090.1	M.truncatula Mt4.0v1	7.25e-15	34	113	+/+	AT4G32280.1	161	249	134	246	74.3294	38	63	24	251	251
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.19G132200.5.p	GlysoPI483463.19G132200.5.p	G.soja v1.1	7.54e-15	31	173	+/+	AT4G32280.1	93	240	35	206	73.9442	54	81	26	251	231
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G28640.1	AT4G28640.1	A.thaliana Araport11	7.97e-15	30	166	+/+	AT4G32280.1	92	240	86	234	74.3294	50	75	34	251	247
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.03G123700.1.p	GlysoPI483463.03G123700.1.p	G.soja v1.1	8.63e-15	28	168	+/+	AT4G32280.1	93	242	99	235	74.3294	47	81	49	251	255
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.03G158700.1.p	Glyma.03G158700.1.p	G.max Wm82.a4.v1	8.63e-15	28	168	+/+	AT4G32280.1	93	242	99	235	74.3294	47	81	49	251	255
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G28640.3	AT4G28640.3	A.thaliana Araport11	8.95e-15	30	166	+/+	AT4G32280.1	92	240	86	234	74.3294	50	75	34	251	251
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.19G132200.1.p	GlysoPI483463.19G132200.1.p	G.soja v1.1	9.53e-15	31	173	+/+	AT4G32280.1	93	240	73	244	74.3294	54	81	26	251	269
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.13G127000.3.p	Glyma.13G127000.3.p	G.max Wm82.a4.v1	9.71e-15	30	175	+/+	AT4G32280.1	93	240	191	358	75.485	53	82	34	251	381
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.19G124900.1.p	GlysoPI483463.19G124900.1.p	G.soja v1.1	1.07e-14	33	115	+/+	AT4G32280.1	161	249	134	248	73.9442	38	62	26	251	253
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.19G161100.1.p	Glyma.19G161100.1.p	G.max Wm82.a4.v1	1.07e-14	33	115	+/+	AT4G32280.1	161	249	134	248	73.9442	38	62	26	251	253
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.19G168500.8.p	Glyma.19G168500.8.p	G.max Wm82.a4.v1	1.11e-14	31	173	+/+	AT4G32280.1	93	240	74	245	73.9442	54	81	26	251	255
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.19G168500.1.p	Glyma.19G168500.1.p	G.max Wm82.a4.v1	1.24e-14	31	173	+/+	AT4G32280.1	93	240	74	245	74.3294	54	81	26	251	270
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr1g070520.1	Medtr1g070520.1	M.truncatula Mt4.0v1	1.26e-14	26	182	+/+	AT4G32280.1	93	249	88	241	73.559	48	79	53	251	246
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.10G037300.1.p	GlysoPI483463.10G037300.1.p	G.soja v1.1	1.48e-14	30	175	+/+	AT4G32280.1	93	240	97	264	74.3294	52	84	34	251	287
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.03G131600.2.p	GlysoPI483463.03G131600.2.p	G.soja v1.1	1.49e-14	35	180	+/+	AT4G32280.1	93	240	50	221	73.559	63	85	40	251	245
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.13G095100.1.p	GlysoPI483463.13G095100.1.p	G.soja v1.1	1.58e-14	30	174	+/+	AT4G32280.1	94	240	103	269	74.3294	52	83	34	251	292
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.03G167400.2.p	Glyma.03G167400.2.p	G.max Wm82.a4.v1	1.78e-14	35	180	+/+	AT4G32280.1	93	240	50	221	73.1738	63	85	40	251	245
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G04550.2	AT1G04550.2	A.thaliana Araport11	2.13e-14	29	163	+/+	AT4G32280.1	92	239	67	215	73.1738	47	75	29	251	240
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G04730.1	AT3G04730.1	A.thaliana Araport11	2.63e-14	35	113	+/+	AT4G32280.1	161	249	120	232	72.7886	39	61	24	251	237
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr1g080860.1	Medtr1g080860.1	M.truncatula Mt4.0v1	2.69e-14	36	98	+/+	AT4G32280.1	161	240	137	234	72.7886	35	58	18	251	254
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G28640.2	AT4G28640.2	A.thaliana Araport11	2.71e-14	30	166	+/+	AT4G32280.1	92	240	86	234	73.559	50	75	34	251	303
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr1g080860.2	Medtr1g080860.2	M.truncatula Mt4.0v1	2.81e-14	36	98	+/+	AT4G32280.1	161	240	137	234	72.7886	35	58	18	251	244
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.10G040400.3.p	Glyma.10G040400.3.p	G.max Wm82.a4.v1	3.03e-14	30	175	+/+	AT4G32280.1	93	240	184	351	73.9442	52	82	34	251	374
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.02G124500.1.p	GlysoPI483463.02G124500.1.p	G.soja v1.1	3.84e-14	32	113	+/+	AT4G32280.1	161	249	130	242	72.4034	36	62	24	251	247
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.02G142500.3.p	Glyma.02G142500.3.p	G.max Wm82.a4.v1	3.84e-14	32	113	+/+	AT4G32280.1	161	249	130	242	72.4034	36	62	24	251	247
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.10G029400.1.p	GlysoPI483463.10G029400.1.p	G.soja v1.1	3.87e-14	32	113	+/+	AT4G32280.1	161	249	132	244	72.4034	36	62	24	251	249
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.10G031900.1.p	Glyma.10G031900.1.p	G.max Wm82.a4.v1	3.87e-14	32	113	+/+	AT4G32280.1	161	249	132	244	72.4034	36	62	24	251	249
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.03G205900.1.p	GlysoPI483463.03G205900.1.p	G.soja v1.1	4.64e-14	30	166	+/+	AT4G32280.1	93	240	86	224	72.0182	49	79	45	251	244
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.03G247400.1.p	Glyma.03G247400.1.p	G.max Wm82.a4.v1	5.18e-14	30	166	+/+	AT4G32280.1	93	240	86	224	72.0182	49	79	45	251	244
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.03G167400.1.p	Glyma.03G167400.1.p	G.max Wm82.a4.v1	5.32e-14	35	181	+/+	AT4G32280.1	93	240	50	222	72.0182	64	83	41	251	246
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.03G167400.9.p	Glyma.03G167400.9.p	G.max Wm82.a4.v1	5.40e-14	35	180	+/+	AT4G32280.1	93	240	50	221	72.4034	63	85	40	251	282
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.03G131600.1.p	GlysoPI483463.03G131600.1.p	G.soja v1.1	5.43e-14	35	181	+/+	AT4G32280.1	93	240	50	222	72.0182	64	83	41	251	246
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.02G124600.1.p	GlysoPI483463.02G124600.1.p	G.soja v1.1	5.49e-14	42	86	+/+	AT4G32280.1	160	240	107	192	71.2478	36	52	5	251	203
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.02G142600.1.p	Glyma.02G142600.1.p	G.max Wm82.a4.v1	5.49e-14	42	86	+/+	AT4G32280.1	160	240	107	192	71.2478	36	52	5	251	203
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj1g0027501.1	Lj1g0027501.1	L.japonicus Lj1.0v1	5.70e-14	40	96	+/+	AT4G32280.1	160	250	101	196	70.8626	38	54	5	251	197
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj5g0007982.1	Lj5g0007982.1	L.japonicus Lj1.0v1	6.15e-14	36	101	+/+	AT4G32280.1	161	240	149	249	72.0182	36	56	21	251	267
	phytozome-next.jgi.doe.gov/report/protein/Gsoja_v1_1/GlysoPI483463.20G173400.1.p	GlysoPI483463.20G173400.1.p	G.soja v1.1	6.73e-14	41	86	+/+	AT4G32280.1	160	240	98	183	70.8626	35	52	5	251	195
	phytozome-next.jgi.doe.gov/report/protein/Gmax_Wm82_a4_v1/Glyma.20G210500.1.p	Glyma.20G210500.1.p	G.max Wm82.a4.v1	7.53e-14	41	86	+/+	AT4G32280.1	160	240	98	183	70.4774	35	52	5	251	195
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G33310.2	AT2G33310.2	A.thaliana Araport11	7.91e-14	37	94	+/+	AT4G32280.1	161	240	131	224	71.633	35	55	14	251	248
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G33310.1	AT2G33310.1	A.thaliana Araport11	8.05e-14	29	163	+/+	AT4G32280.1	92	240	73	223	71.633	47	73	26	251	247
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G33310.3	AT2G33310.3	A.thaliana Araport11	8.05e-14	29	163	+/+	AT4G32280.1	92	240	73	223	71.633	47	73	26	251	247
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj5g0011060.1	Lj5g0011060.1	L.japonicus Lj1.0v1	1.05e-13	43	86	+/+	AT4G32280.1	160	240	94	179	70.0922	37	51	5	251	190
	phytozome-next.jgi.doe.gov/report/protein/Mtruncatula_Mt4_0v1/Medtr1g040675.1	Medtr1g040675.1	M.truncatula Mt4.0v1	1.08e-13	41	86	+/+	AT4G32280.1	160	240	90	175	70.0922	35	52	5	251	187
	phytozome-next.jgi.doe.gov/report/protein/Ljaponicus_Lj1_0v1/Lj5g0019198.1	Lj5g0019198.1	L.japonicus Lj1.0v1	1.34e-13	31	112	+/+	AT4G32280.1	161	249	148	259	71.2478	35	63	23	251	264
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G23030.1	AT3G23030.1	A.thaliana Araport11	1.49e-13	40	87	+/+	AT4G32280.1	161	240	79	163	69.3218	35	52	9	251	175
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G62100.1	AT3G62100.1	A.thaliana Araport11	1.57e-13	43	86	+/+	AT4G32280.1	161	240	84	168	69.3218	37	49	7	251	173
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G25890.1	AT5G25890.1	A.thaliana Araport11	1.65e-13	35	81	+/+	AT4G32280.1	160	240	81	160	69.3218	28	55	1	251	176
